Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Tenés gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a enero 2018,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación lo que va del año?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,5,5,3,Universitario,En curso,Ingenieria informatica,"Sí, de forma particular",Developer,,"CSS, HTML",,,,,No,0,Neto,Full-Time,15500,Neto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Viáticos
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,1,Menos de un año,0,Terciario,En curso,,"Sí, de forma particular",QA / Tester,,,,Automation,"Selenium, webdriver",,,,,Full-Time,15500,Neto,2,2,No,No recibo bono,Uno,10,101-200,Sí,Mayor comodidad,"Snacks, golosinas, bebidas"
Hombre,31 - 33,Corrientes,3,3,0,Terciario,Completado,analista en sistemas ,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),15500,Neto,2,2,No,No recibo bono,No,0,1-10,Sí,Salario,Ninguna de las anteriores
Hombre,21 - 23,GBA,3,3,1,Universitario,En curso,Ingeniería en Sistemas Informáticos,"Sí, los pagó un empleador",HelpDesk,,,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,15500,Neto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,27 - 30,Mendoza,2,2,0,Terciario,En curso,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Docker / Containers, VMWare",Python,,,,,"Sí, pasiva",1400,Neto,Full-Time,15500,Neto,3,2,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Viáticos"
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,0,Universitario,En curso,Ingenieria en Sistrmas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"CSS, HTML, Java, Javascript, jQuery, R, Ruby",,,,,No,0,Bruto,Part-Time,15624,Bruto,1,1,De uno a tres sueldos,Performance de la compañía,No,0,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Mujer,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,0,Universitario,En curso,Ingenieria en Sistrmas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"CSS, HTML, Java, Javascript, jQuery, R, Ruby",,,,,No,0,Bruto,Part-Time,15624,Bruto,1,1,De uno a tres sueldos,Performance de la compañía,No,0,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,21 - 23,Mendoza,3,3,0,Terciario,Completado,Profesional Gastronomico,"Sí, de forma particular, Sí, los pagó un empleador",Hotelería/gastronomía,,,,,,,,,,Full-Time,15800,Neto,1,1,No,No recibo bono,Más de dos,30,1001-2000,Sí,Exterior,"Comidas pagas/subvencionadas, Playroom"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,6,0,Posgrado,En curso,Ingeniería en Sistemas,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript, jQuery, Python",,,,,No,0,Neto,Full-Time,16000,Neto,1,2,No,No recibo bono,No,0,2001-5000,No,No cambié de empresa,Viáticos
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Universitario,En curso,Lic Analísta de sistemas,No,Developer,,Javascript,,,,,No,0,Porcentaje de mi sueldo,Part-Time,16000,Bruto,2,2,No,No recibo bono,Uno,15,101-200,No,No cambié de empresa,"Descuentos en gimnasios, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, Viajes al exterior"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Secundario,Completado,,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, Ruby, AngularJS / Ruby on Rails",,,,,No,0,Porcentaje de mi sueldo,Full-Time,16000,Neto,3,4,No,No recibo bono,Uno,6,1-10,Sí,Finalización de proyecto.,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3,1,0,Terciario,En curso,Tencnicatura en telecomunicaciones,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Docker / Containers","PHP, Python",,,,,"Sí, pasiva",0,Neto,Part-Time,16000,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,GBA,10+,10+,3,Terciario,Completado,tecnico en tecnologia de los alimentos,"Sí, de forma particular",Designer,,,,,,,,,,Full-Time,16000,Neto,1,1,Menos de un sueldo,Performance de la compañía,Uno,15,1-10,No,No cambié de empresa,"Ninguna de las anteriores, nada"
Hombre,24 - 26,GBA,Menos de un año,Menos de un año,0,Universitario,En curso,Lic. En informatica,"Sí, de forma particular",QA / Tester,,,,Funcional,Jira,,,,,Full-Time,16000,Neto,4,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,La Rioja,3,1,0,Universitario,Completado,LIC. EN SISTEMAS DE INFORMACION,No,Developer,,"HTML, Java, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,16000,Bruto,2,2,No,No recibo bono,Uno,2,11-50,No,No cambié de empresa,Ninguna de las anteriores
Mujer,34 - 36,Provincia de Buenos Aires,8,8,0,Secundario,Completado,administracion,"Sí, de forma particular",SysAdmin / DevOps,Windows,HTML,,,,,No,0,Bruto,Full-Time,16000,Bruto,2,1,Menos de un sueldo,Mix de las anteriores,No,0,51-100,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Santa Fe,2,Menos de un año,0,Universitario,En curso,Ingenieria en sistemas de informacion,"Sí, los pagó un empleador",Developer,,"Java, SQL",,,,,No,0,Porcentaje de mi sueldo,Part-Time,16000,Neto,2,2,No,No recibo bono,Dos,14,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Tucumán,3,1,0,Universitario,Completado,Ingerneria computacion,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Part-Time,16000,Neto,4,3,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,"Aumento por inflación, Horarios flexibles"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,0,Universitario,En curso,Ing en Sistemas de información ,No,Infosec,,,,,,,No,0,Bruto,Part-Time,16500,Bruto,1,1,No,No recibo bono,No,0,2001-5000,No,No cambié de empresa,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,9,5,0,Universitario,Incompleto,Lic en sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure, Docker / Containers, VMWare",Java,,,,,No,0,Neto,Full-Time,16500,Neto,1,1,No,No recibo bono,No,0,1001-2000,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,31 - 33,Provincia de Buenos Aires,10+,10+,0,Universitario,En curso,Diseño ,"Sí, de forma particular",Networking,,,,,,,"Sí, pasiva",0,Neto,Part-Time,16500,Neto,1,1,No,No recibo bono,Uno,5,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,Menos de un año,0,Terciario,Completado,Técnico Superior en informática,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Neto,Tercerizado (trabajo a través de consultora o agencia),16600,Neto,1,2,No,No recibo bono,No,0,11-50,Sí,Salario,"Abono de celular y/o Internet, Comidas pagas/subvencionadas"
Hombre,24 - 26,Santa Fe,1,Menos de un año,0,Universitario,Incompleto,Ingeniería en Sistemas,No,Developer,,"CSS, HTML, Java, Javascript, jQuery, Typescript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,16600,Neto,1,2,Un sueldo,Performance individual,Uno,11,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Masajes, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,6,0,Terciario,Incompleto,Diseño Multimedial,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP, REACT, REACT NATIVE",,,,,No,0,Bruto,Freelance,16650,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Horarios flexibles
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,2,1,0,Terciario,Incompleto,Diseño y Programación Web,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,2,2,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,Ninguna de las anteriores
Otros,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Primario,Completado,,No,HelpDesk,,,,,,,No,0,Bruto,Part-Time,17000,Bruto,2,2,Menos de un sueldo,Performance individual,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,En curso,Ingenieria Electrónica,No,SysAdmin / DevOps,"Linux, Windows, VMWare","C, CSS, HTML, Java, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),17000,Bruto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Universitario,En curso,LIC. Sistemas de Información,No,Developer,,"CSS, HTML, Javascript, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,4,3,Un sueldo,Performance de la compañía,Uno,13,11-50,No,No cambié de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Mujer,18 - 20,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17000,Neto,3,2,Menos de un sueldo,Performance individual,No,0,101-200,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos"
Mujer,31 - 33,Córdoba,2,Menos de un año,0,Universitario,Completado,Licenciatura en Comunicación Social,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,17000,Neto,3,2,No,No recibo bono,Uno,20,1-10,Sí,Desafíos profesionales,"Aumento por inflación, Laptop, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,41 - 45,Santa Fe,2,1,0,Universitario,Incompleto,ISI,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Neto,Full-Time,17000,Neto,2,2,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,Clases de idiomas
Hombre,21 - 23,Córdoba,Menos de un año,Menos de un año,0,Universitario,En curso,Ingeniería en Sistemas de la Información,"Sí, de forma particular, Sí, los pagó un empleador",QA / Tester,,,,Funcional,"HP ALM, Jira, HP UFT",,,,,Full-Time,17100,Neto,3,3,No,No recibo bono,Uno,14,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Misiones,7,5,0,Universitario,En curso,Licenciatura en Sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17180.65,Bruto,1,1,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,2,2,0,Universitario,En curso,Ing en sistemas ,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, Scala",,,,,No,0,Porcentaje de mi sueldo,Part-Time,17500,Neto,2,2,Un sueldo,Mix de las anteriores,Uno,12,2001-5000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Córdoba,Menos de un año,Menos de un año,0,Universitario,En curso,Licenciatura en comunicación social,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17500,Neto,2,1,No,No recibo bono,Dos,15,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), WFH (Trabajar desde casa)"
Hombre,21 - 23,GBA,3,2,0,Terciario,Completado,TSU Ing en Informática,"Sí, de forma particular",Networking,,,,,,,No,0,Neto,Full-Time,17500,Neto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,18 - 20,Ciudad Autónoma de Buenos Aires,2,2,0,Terciario,En curso,Analista de sistemas,"Sí, los pagó un empleador",HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,17600,Neto,3,2,No,No recibo bono,Uno,22,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,8,4,0,Universitario,Incompleto,Ciencias de la computación,"Sí, de forma particular",Developer,,".NET, C#, HTML, Javascript, PHP",,,,,No,0,Bruto,Part-Time,17800,Bruto,2,1,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Santa Fe,2,1,0,Universitario,En curso,"ING, informatica","Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Neto,Full-Time,17800,Neto,3,3,No,No recibo bono,Uno,15,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,24 - 26,Chubut,1,1,0,Universitario,En curso,,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, NodeJS, PHP",,,,,No,0,Neto,Freelance,18000,Bruto,3,4,No,No recibo bono,No,0,1-10,Sí,Cerró la empresa anterior,Horarios flexibles
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Universitario,En curso,Ingeniería en sistemas de información,"Sí, los pagó un empleador",DBA,,,,,,"DB2, Oracle",No,0,Bruto,Full-Time,18000,Bruto,4,4,No,No recibo bono,Uno,10,1-10,Sí,Desafíos profesionales,"Capacitaciones y/o cursos, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Universitario,Incompleto,Licenciatura en informatica,"Sí, de forma particular, Sí, los pagó un empleador",QA / Tester,,,,Mix,"Selenium, Watir, SpecFlow",,,,,Full-Time,18000,Bruto,2,3,No,No recibo bono,Dos,5,11-50,No,No cambié de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Universitario,En curso,Ingenieria en sistemas,No,Developer,,"Java, Javascript, NodeJS, Scala",,,,,No,0,Neto,Part-Time,18000,Neto,4,3,Un sueldo,Mix de las anteriores,Uno,12,2001-5000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,2,Menos de un año,0,Universitario,Completado,Ingenieria en informatica,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,2,2,No,No recibo bono,No,0,51-100,Sí,Salida del pais de nacionalidad,"Capacitaciones y/o cursos, Cuota para universidad, Descuentos en gimnasios, Horarios flexibles, Laptop"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,2,Menos de un año,0,Universitario,Incompleto,Analisis de Sistemas,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,1,1,No,No recibo bono,No,0,201-500,No,No cambié de empresa,"Horarios flexibles, Laptop"
Hombre,37 - 40,Córdoba,7,2,0,Universitario,Incompleto,Ing Quimica,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,18000,Bruto,1,1,No,No recibo bono,Uno,10,5001-10000,No,No cambié de empresa,Horarios flexibles
Hombre,41 - 45,Córdoba,10+,10+,0,Universitario,Incompleto,ing electrónica,"Sí, de forma particular",Networking,,,,,,,No,0,Porcentaje de mi sueldo,Freelance,18000,Bruto,1,1,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Entre Ríos,5,Menos de un año,0,Universitario,Incompleto,Licenciatura en Sistemas de Información,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Software libre p/ mantenimiento y reparación",C++,,,,,No,0,Neto,Full-Time,18000,Neto,2,3,No,No recibo bono,Uno,10,101-200,Sí,Desafíos profesionales,"Snacks, golosinas, bebidas, Sueldo divido en dos pagos por mes"
Hombre,37 - 40,GBA,10+,7,1,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,Windows,Java,,,,,"Sí, activa",18000,Neto,Full-Time,18000,Neto,2,2,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Ninguna de las anteriores"
Hombre,27 - 30,GBA,10+,8,0,Universitario,En curso,Ingenieria informatica,"Sí, de forma particular","Soporte tecnico, cableado estructurado e instalacion de cctv",,,,,,,,,,Full-Time,18000,Neto,2,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,31 - 33,GBA,2,Menos de un año,0,Universitario,Incompleto,Analisis de Sistemas,No,HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,2,1,No,No recibo bono,No,0,101-200,No,No cambié de empresa,"Horarios flexibles, Laptop"
Hombre,37 - 40,Mendoza,10+,2,4,Secundario,Incompleto,,"Sí, de forma particular",Networking,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,18000,Bruto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,27 - 30,Mendoza,4,1,0,Terciario,Completado,Tec.Univ en redes de datos y telecomunicaciones,"Sí, los pagó un empleador",HelpDesk,,,,,,,"Sí, pasiva",0,Neto,Full-Time,18000,Neto,2,2,No,No recibo bono,Uno,14,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viáticos"
Hombre,24 - 26,Mendoza,1,1,0,Universitario,En curso,Ing en Computación ,"Sí, de forma particular",Reparación e instalación de Servidores,,,,,,,,,,Full-Time,18000,Bruto,2,3,Menos de un sueldo,Performance grupal,Uno,30,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,7,0,Terciario,Completado,Implementacion y gestion informatica,"Sí, de forma particular",HelpDesk,,,,,,,"Sí, pasiva",0,Bruto,Full-Time,18000,Neto,2,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,27 - 30,Provincia de Buenos Aires,Menos de un año,Menos de un año,0,Universitario,En curso,Licenciatura en Sistemas,No,Developer,,".NET, C#, Javascript, jQuery",,,,,No,0,Bruto,Full-Time,18000,Bruto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,21 - 23,Provincia de Buenos Aires,3,3,0,Secundario,Completado,Tecnicatura en Electrónica,No,HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Provincia de Buenos Aires,3,3,0,Secundario,Completado,Técnico en informática,No,SysAdmin / DevOps,"Linux, Windows, VMWare, Proxmox",-,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,2,3,No,No recibo bono,Uno,12,1001-2000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Santa Fe,1,1,0,Universitario,En curso,Ingeniería en sistemas,"Sí, de forma particular",PM,,,,,,,,,,Full-Time,18000,Neto,1,2,Un sueldo,Performance individual,Dos,25,2001-5000,No,.,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,1,1,0,Secundario,Completado,,No,QA / Tester,,,,Funcional,Ninguna,,,,,Full-Time,18114,Neto,2,2,No,No recibo bono,Uno,10,201-500,No,No cambié de empresa,Laptop
Hombre,31 - 33,La Rioja,10+,10+,2,Universitario,Completado,analista en sistemas ,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, sql server ",sql server ,,,,,"Sí, pasiva",730,Bruto,Full-Time,18250,Bruto,2,1,No,No recibo bono,Más de dos,30,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,41 - 45,Córdoba,8,4,0,Universitario,Completado,Ingeniería en Sistemas de Información,"Sí, de forma particular",Soporte Técnico,,,,,,,,,,Full-Time,18400,Neto,1,1,No,No recibo bono,Más de dos,15,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3,3,0,Universitario,En curso,Ingeniería en Sistemas de Información,"Sí, los pagó un empleador",Developer,,FoxPro,,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,18409,Neto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,Menos de un año,Menos de un año,0,Terciario,Completado,Chef,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,18500,Bruto,2,2,No,No recibo bono,No,0,10001+,No,No cambié de empresa,"Comidas pagas/subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida"
Hombre,21 - 23,GBA,2,1,0,Universitario,En curso,ingenieria en informatica,No,Developer,,"HTML, Javascript, jQuery, Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,Part-Time,18500,Neto,3,3,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas"
Hombre,27 - 30,GBA,6,6,0,Terciario,Completado,técnico superiror en sistemas de computo,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Bruto,Full-Time,18500,Neto,2,1,No,No recibo bono,Dos,13,501-1000,No,No cambié de empresa,"Comidas pagas/subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Provincia de Buenos Aires,3,Menos de un año,0,Universitario,En curso,Analista programador universitario,"Sí, de forma particular, Sí, los pagó un empleador",HelpDesk,,,,,,,"Sí, pasiva",20,Porcentaje de mi sueldo,Full-Time,18500,Neto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Provincia de Buenos Aires,10+,2,0,Terciario,Completado,Técnico Universitario en Redes y Telecomunicaciones,No,SysAdmin / DevOps,"Linux, Windows","HTML, PHP",,,,,No,0,Bruto,Full-Time,18500,Neto,2,1,No,No recibo bono,Uno,15,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Tucumán,4,2,0,Universitario,En curso,Programador Universitario,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,18500,Neto,2,1,No,No recibo bono,Uno,10,1-10,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles"
Mujer,37 - 40,Ciudad Autónoma de Buenos Aires,10+,3,0,Doctorado,En curso,Psicologia,"Sí, los pagó un empleador",Docencia,,,,,,,,,,Part-Time,19000,Neto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,1,0,Universitario,En curso,,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, VMWare",Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,19000,Neto,1,1,No,No recibo bono,Uno,4.8,2001-5000,No,No cambié de empresa,Aumento por inflación
