Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especializacion,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a julio 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,No,0,Universitario,En curso,Lic en sistemas,No,Developer,Full-Time,43243,2281,Bruto,200,,"HTML, Java, Javascript, NodeJS, PHP, Python",,,,,3,3,Un sueldo,Mix de las anteriores,Uno,22,Si,Desafios profesionales
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,10+,Si,6,Universitario,Completado,Analista de Sistemas,"Si, los pago un empleador",Consultor Funcional,Full-Time,43500,2295,Bruto,10001,,,,,,,2,2,Menos de un sueldo,Mix de las anteriores,Dos,12,No,No cambie de empresa
Hombre,34 - 36,Santa Fe,8,4,No,0,Universitario,Incompleto,Ingeniero en sistemas,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,43500,2295,Bruto,5000,Windows,".NET, Assembler, HTML, Java, VB *",,,,,3,3,Un sueldo,Performance de la compania,Dos,23,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,1,No,0,Universitario,En curso,Ing. Sistemas,"Si, de forma particular",Developer,Full-Time,43500,2295,Neto,10,,"CSS, HTML, Javascript, jQuery, Python",,,,,3,2,No,No recibo bono,Uno,5,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Terciario,En curso,Analista,"Si, de forma particular",Risk Management (QA),Full-Time,43800,2311,Bruto,10001,,,,,,,3,3,No,No recibo bono,Mas de dos,25,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Terciario,Completado,Bibliotecario,No,Architect,Full-Time,44000,2321,Bruto,2000,,,,,,,2,2,Un sueldo,Mix de las anteriores,Dos,22,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,Si,3,Universitario,Completado,,"Si, de forma particular, Si, los pago un empleador",Architect,Full-Time,44000,2321,Bruto,10,,,,,,,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,27 - 30,GBA,10+,10+,No,0,Universitario,Incompleto,Ing. en sistemas,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,44000,2321,Bruto,50,,"CSS, HTML, Javascript, jQuery, NodeJS, Python, Ruby",,,,,3,3,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Posgrado,Completado,Ing en Sistemas de Informacion,"Si, de forma particular, Si, los pago un empleador",Developer,Tercerizado (trabajo a traves de consultora o agencia),44000,2321,Neto,100,,"CSS, HTML, Java, Javascript, jQuery, PHP",,,,,3,2,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,10+,Si,2,Secundario,Completado,Electronica,"Si, de forma particular",Developer,Full-Time,44000,2321,Neto,200,,"CSS, HTML, Javascript, jQuery, PHP",,,,,3,2,No,No recibo bono,Uno,28,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Universitario,Completado,Ciencias de la Computacion,No,Developer,Full-Time,44000,2321,Bruto,500,,"CSS, HTML, Javascript, Python",,,,,1,1,Un sueldo,Performance individual,No,0,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Universitario,Completado,Licenciado en Informatica,"Si, de forma particular",Developer,Full-Time,44000,2321,Neto,500,,"Java, Javascript, NodeJS",,,,,3,2,No,No recibo bono,Dos,10,Si,Salario
Hombre,34 - 36,Provincia de Buenos Aires,10+,Menos de un ano,No,0,Universitario,Incompleto,Ingenieria en Sistemas,"Si, los pago un empleador",Developer,Full-Time,44000,2321,Neto,2000,,"Go, Java, Python, Bash",,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,12,No,Mayor comodidad
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,9,Si,1,Universitario,Incompleto,Ingenieria en Sistemas,No,Developer,Full-Time,44000,2321,Neto,10,,"CSS, HTML, Java, Javascript, jQuery",,,,,3,3,Menos de un sueldo,Performance individual,Dos,30,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,8,No,0,Universitario,Completado,,No,Networking,Full-Time,44000,2321,Bruto,50,,,,,,,1,1,Un sueldo,Performance individual,No,0,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Universitario,Incompleto,ING en comunicaciones,No,Networking,Full-Time,44000,2321,Bruto,5000,,,,,,,2,2,Menos de un sueldo,Convenios,Uno,22,Si,Acuerdo
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Terciario,Completado,Tecnico superior en programacion,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,44000,2321,Bruto,2000,,,,,,,1,1,No,No recibo bono,Dos,24,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,Si,34,Universitario,Completado,Licenciado en Sociologia,"Si, los pago un empleador",QA / Tester,Tercerizado (trabajo a traves de consultora o agencia),44000,2321,Bruto,500,,,"Java, Javascript, PHP",Mix,HP LoadRunner,,3,3,No,No recibo bono,Dos,23,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,7,Si,3,Posgrado,Completado,Sistemas,"Si, de forma particular, Si, los pago un empleador",QA / Tester,Full-Time,44000,2321,Bruto,1000,,,".NET, Java, VB *",Funcional,Selenium,,2,3,Un sueldo,Mix de las anteriores,Dos,8,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Universitario,Incompleto,,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,44000,2321,Bruto,5000,"Windows, Azure","VB *, Powershell",,,,,2,2,No,No recibo bono,Dos,11,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,9,9,No,0,Universitario,Completado,Lic en Sistemas,No,Developer,Full-Time,44000,2321,Bruto,500,,MicroStrategy,,,,,3,2,No,No recibo bono,Dos,21,No,Desafios profesionales
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,9,6,No,0,Universitario,Incompleto,Ingenieria en Informatica,"Si, de forma particular, Si, los pago un empleador",Networking,Full-Time,44000,2321,Bruto,5000,,,,,,,2,2,Menos de un sueldo,Performance individual,Uno,24.5,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,2,Si,2,Posgrado,En curso,ING. Electronica,"Si, los pago un empleador",Architect,Full-Time,44000,2321,Neto,100,,,,,,,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,4,No,0,Secundario,Completado,Tecnico en Computacion,"Si, los pago un empleador",Developer,Full-Time,44000,2321,Neto,100,,Python,,,,,3,2,No,No recibo bono,Dos,13,No,No cambie de empresa
Hombre,31 - 33,Santa Fe,7,4,No,0,Universitario,Completado,Lic. en Cs. de la Computacion.,"Si, los pago un empleador",Developer,Full-Time,44000,2321,Neto,50,,Perl,,,,,4,3,Un sueldo,Performance grupal,Dos,17,No,No cambie de empresa
Hombre,31 - 33,Santa Fe,7,1,No,0,Universitario,Completado,Ingenieria en Sistemas,"Si, los pago un empleador",Developer,Full-Time,44000,2321,Bruto,5000,,".NET, C#, CSS, HTML, Javascript, jQuery, NodeJS",,,,,2,2,Un sueldo,Performance de la compania,Dos,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,7,2,Si,1,Terciario,En curso,Sistemas,"Si, de forma particular, Si, los pago un empleador",Seguridad informatica,Full-Time,44000,2321,Bruto,1000,,,,,,,2,2,De uno a tres sueldos,Performance individual,Dos,22,No,No cambie de empresa
Hombre,24 - 26,GBA,6,2,Si,2,Universitario,Completado,Ingenieria en Informatica,No,Developer,Freelance,44000,2321,Neto,10,,Java,,,,,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,6,1,Si,5,Universitario,En curso,Ingenieria en informatica,"Si, los pago un empleador",PM,Full-Time,44000,2321,Neto,1000,,,,,,,3,3,No,No recibo bono,Dos,19,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,1,Si,2,Terciario,En curso,Ing en Sistemas,"Si, de forma particular",QA / Tester,Full-Time,44000,2321,Bruto,100,,,Java,Funcional,Unix,,3,2,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,Menos de un ano,No,0,Universitario,En curso,Licenciatura en Sistemas,"No, Si, de forma particular",Analiyst,Full-Time,44000,2321,Bruto,5000,,,,,,,3,4,Un sueldo,Mix de las anteriores,Uno,10,No,No cambie de empresa
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Universitario,Completado,Licenciatura en sistemas,No,Developer,Full-Time,44000,2321,Neto,10000,,".NET, CSS, HTML",,,,,3,2,No,No recibo bono,Uno,37,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,9,1,No,0,Universitario,En curso,Ingenieria,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,44000,2321,Bruto,2000,,,,,,,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,No,0,Universitario,Completado,Derecho,No,Developer,Full-Time,44000,2321,Bruto,2000,,"Objective-C, Swift",,,,,3,4,Menos de un sueldo,Mix de las anteriores,Uno,10,Si,Despido de mi tecnologia dent o es la empresa.
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,3,Menos de un ano,No,0,Universitario,Completado,Ciencias de la educacion,"Si, de forma particular",Developer,Full-Time,44000,2321,Neto,50,,"CSS, HTML, Javascript, NodeJS",,,,,4,3,No,No recibo bono,Dos,15,Si,Desafios profesionales
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,Si,2,Universitario,Completado,,"Si, de forma particular",Developer,Full-Time,44300,2337,Bruto,5000,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, Perl, PHP",,,,,3,3,Menos de un sueldo,Performance grupal,Dos,21,Si,Desafios profesionales
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Posgrado,En curso,Ing Sistemas,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,44500,2348,Bruto,100,"AIX, Linux, Solaris, Windows, VMWare",Java,,,,,2,2,Menos de un sueldo,Mix de las anteriores,Dos,31,No,No cambie de empresa
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,7,3,No,0,Universitario,Incompleto,Ingeniera en Electronica,"Si, de forma particular",Developer,Full-Time,44700,2358,Bruto,50,,"CSS, HTML, Java",,,,,3,2,Un sueldo,Mix de las anteriores,Dos,12,No,No cambie de empresa
Hombre,31 - 33,GBA,10+,6,Si,3,Universitario,Completado,Ingeniero en Sistemas,"Si, de forma particular",Developer,Full-Time,44824,2365,Bruto,50,,"C#, CSS, HTML, Java, Javascript, jQuery, NodeJS, Ruby, Elixir, React, Erlang",,,,,3,4,Menos de un sueldo,Mix de las anteriores,Uno,35,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Universitario,En curso,Lic. en Tecnologia de la Informacion,"Si, de forma particular",SysAdmin / DevOps,Full-Time,44874,2368,Neto,5000,"Linux, Solaris, Windows, Docker / Containers, VMWare",".NET, C, HTML, Java, Javascript, jQuery, NodeJS, VB *",,,,,3,3,De uno a tres sueldos,Performance de la compania,Mas de dos,10,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria en Informatica,"Si, de forma particular",Networking,Full-Time,45000,2374,Bruto,10001,,,,,,,4,4,Un sueldo,Mix de las anteriores,Uno,20,Si,Desafios profesionales
Hombre,27 - 30,Cordoba,10+,3,Si,2,Universitario,Incompleto,Ing en Sistemas,"Si, de forma particular",Architect,Full-Time,45000,2374,Neto,50,,,,,,,2,2,No,No recibo bono,Uno,25,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,Si,6,Universitario,Incompleto,Ciencias de la computacion,"Si, los pago un empleador",Architect,Full-Time,45000,2374,Bruto,100,,,,,,,3,3,No,No recibo bono,Mas de dos,15,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,6,Si,3,Universitario,En curso,ingenieria en sistemas de informacion,No,Architect,Full-Time,45000,2374,Neto,100,,,,,,,4,2,Menos de un sueldo,Mix de las anteriores,Uno,18,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,3,Si,9,Universitario,Incompleto,Ing. en sistemas de informacion,"Si, de forma particular, Si, los pago un empleador",Architect,Full-Time,45000,2374,Neto,200,,,,,,,3,3,De uno a tres sueldos,Performance individual,Dos,26,No,No cambie de empresa
Hombre,34 - 36,Provincia de Buenos Aires,10+,Menos de un ano,Si,5,Universitario,En curso,Ingenieria de sistemas,No,Architect,Freelance,45000,2374,Bruto,5000,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,34 - 36,Cordoba,10+,10+,Si,6,Universitario,Completado,Licenciatura en sistemas,"Si, de forma particular, Si, los pago un empleador",Architect,Full-Time,45000,2374,Bruto,5000,,,,,,,2,2,Un sueldo,Performance individual,Uno,17,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,10+,No,0,Universitario,Completado,Licenciatura en Informatica,No,Architect,Full-Time,45000,2374,Neto,5000,,,,,,,3,3,De uno a tres sueldos,Performance de la compania,Dos,15,No,No cambie de empresa
Hombre,37 - 40,GBA,10+,2,No,0,Universitario,Incompleto,Administracion Agraria,No,Architect,Full-Time,45000,2374,Neto,10,,,,,,,2,3,3+ sueldos,Performance individual,Uno,10,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,Si,0,Universitario,Completado,,"Si, de forma particular",DBA,Full-Time,45000,2374,Bruto,2000,,,,,,PostgreSQL,2,2,Un sueldo,Performance individual,Uno,19,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Universitario,En curso,Licenciatura en analisis de sistemas,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45000,2374,Neto,50,,"C#, CSS, Go, HTML, Java, Javascript, jQuery",,,,,4,3,De uno a tres sueldos,Performance de la compania,Dos,25,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,7,No,0,Terciario,Completado,Analista de Sistemas,"Si, de forma particular",Developer,Full-Time,45000,2374,Bruto,50,,".NET, C#, Javascript, jQuery, VB *",,,,,2,3,No,No recibo bono,Uno,30,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,7,Si,2,Universitario,Incompleto,Ingenieria Informatica,"Si, de forma particular",Developer,Full-Time,45000,2374,Neto,100,,PHP,,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,15,No,No cambie de empresa
Hombre,31 - 33,Cordoba,10+,Menos de un ano,No,0,Universitario,Incompleto,ing. en sistemas de informacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45000,2374,Bruto,100,,"Java, Golang",,,,,4,4,De uno a tres sueldos,Mix de las anteriores,Dos,25,Si,Desafios profesionales
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Universitario,Incompleto,cs cion,"Si, de forma particular",Developer,Full-Time,45000,2374,Bruto,200,,".NET, CSS, HTML, Javascript, jQuery",,,,,3,3,No,No recibo bono,Uno,10,Si,Salario
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Terciario,Incompleto,Diseno Multimedial,No,Developer,Full-Time,45000,2374,Bruto,200,,"CSS, HTML, Javascript, NodeJS, Reactjs, redux, redux-saga",,,,,1,1,Menos de un sueldo,Mix de las anteriores,Uno,15,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Universitario,En curso,Ciencias de la Computacion,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45000,2374,Bruto,500,,".NET, C++, Python",,,,,2,2,No,No recibo bono,Dos,23,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,7,No,0,Universitario,Completado,Ingenieria en Informatica,No,Developer,Full-Time,45000,2374,Bruto,1000,,"HTML, Java, Javascript, jQuery",,,,,1,1,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,37 - 40,Misiones,10+,Menos de un ano,No,0,Universitario,Completado,Ingenieria en Informatica,"Si, de forma particular",Developer,Full-Time,45000,2374,Bruto,1000,,"CSS, HTML, Java, Javascript",,,,,3,2,No,No recibo bono,No,0,Si,Mejores beneficios
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Universitario,Completado,Ingenieria en Sistemas de Informacion,No,Developer,Full-Time,45000,2374,Bruto,2000,,"Java, Groovy",,,,,2,2,De uno a tres sueldos,Mix de las anteriores,Dos,20,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Universitario,Completado,Informatica,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45000,2374,Bruto,5000,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,2,2,No,No recibo bono,Dos,23,No,No cambie de empresa
Hombre,41 - 45,Santa Fe,10+,6,Si,4,Universitario,Completado,Analista de sistemas,"Si, los pago un empleador",Developer,Full-Time,45000,2374,Neto,5000,,".NET, C#, CSS, HTML, Javascript, jQuery, PHP, VB *",,,,,3,3,Un sueldo,No esta atadp a nada,Dos,20,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2,Si,6,Universitario,Incompleto,Ingenieria Informatica,"Si, de forma particular",Developer,Freelance,45000,2374,Bruto,10,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP, Python, Ruby",,,,,3,4,Un sueldo,Mix de las anteriores,Uno,24,No,No cambie de empresa
Hombre,34 - 36,GBA,10+,9,Si,18,Universitario,En curso,Lic. Informatica Educativa,"Si, de forma particular, Si, los pago un empleador",Director de TI,Full-Time,45000,2374,Neto,5000,,,,,,,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,37 - 40,GBA,10+,8,Si,2,Secundario,Completado,Tecnico computacion,"Si, de forma particular",HelpDesk,Full-Time,45000,2374,Bruto,200,,,,,,,2,2,No,No recibo bono,Uno,5,No,No cambie de empresa
Hombre,37 - 40,Chubut,10+,9,No,0,Secundario,Completado,,No,HelpDesk,Full-Time,45000,2374,Neto,1000,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,GBA,10+,5,Si,6,Terciario,Incompleto,Analista en sistemas,"Si, de forma particular",HelpDesk,Full-Time,45000,2374,Bruto,5000,,,,,,,2,3,Menos de un sueldo,Performance individual,Uno,5,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Secundario,Completado,Ninguna,"Si, de forma particular, Si, los pago un empleador",Infosec,Full-Time,45000,2374,Bruto,50,,,,,,,2,2,Menos de un sueldo,Performance individual,Uno,17,No,Salario
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Terciario,Incompleto,Tecnico superior en sistemas,"Si, de forma particular, Si, los pago un empleador",Infosec,Full-Time,45000,2374,Bruto,100,,,,,,,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,16,Si,Desafios profesionales
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,8,No,0,Terciario,Completado,Analista de Sistemas Informaticos,"Si, los pago un empleador",Infosec,Full-Time,45000,2374,Bruto,10001,,,,,,,2,2,Un sueldo,Ganacia empresa,No,0,No,No cambie de empresa
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,2,Si,6,Universitario,Incompleto,Analista sistema,"Si, los pago un empleador",Lifecycle,Full-Time,45000,2374,Bruto,500,,,,,,,3,2,Menos de un sueldo,Performance individual,Dos,24,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,Si,8,Universitario,Completado,Ingenieria en Informatica,"Si, de forma particular",Manager,Full-Time,45000,2374,Neto,5000,,,,,,,2,1,De uno a tres sueldos,Mix de las anteriores,Dos,17,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Posgrado,Completado,Licenciado RR.PP. - Posgrado Mktg,No,Networking,Full-Time,45000,2374,Neto,50,,,,,,,3,2,De uno a tres sueldos,Performance Individual y de la cia,Uno,25,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,5,Si,5,Universitario,Incompleto,Sistemas,"Si, de forma particular",Networking,Full-Time,45000,2374,Neto,500,,,,,,,3,2,No,No recibo bono,Uno,8,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,4,Si,2,Secundario,Completado,,"Si, de forma particular, Si, los pago un empleador",Networking,Full-Time,45000,2374,Neto,5000,,,,,,,3,2,No,No recibo bono,Dos,21,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,Si,2,Terciario,Incompleto,Analista de sistemas,"Si, de forma particular",Networking,Full-Time,45000,2374,Neto,5000,,,,,,,3,3,No,No recibo bono,Dos,22,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Terciario,Completado,Sistemas,"Si, de forma particular, Si, los pago un empleador",Networking,Full-Time,45000,2374,Bruto,5000,,,,,,,2,2,No,No recibo bono,Uno,19,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Posgrado,Completado,Ingeniria en sistemas,"Si, de forma particular",PM,Full-Time,45000,2374,Bruto,50,,,,,,,1,1,No,No recibo bono,Uno,2,Si,Desafios profesionales
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Universitario,Incompleto,Analista sistemas,"Si, los pago un empleador",PM,Full-Time,45000,2374,Bruto,50,,,,,,,3,3,No,No recibo bono,Uno,9,No,No cambie de empresa
Hombre,37 - 40,Entre Rios,10+,7,No,0,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular",PM,Full-Time,45000,2374,Neto,50,,,,,,,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Universitario,Completado,Lic. En Analisis de Sistemas,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,45000,2374,Bruto,500,,,,,,,2,2,No,No recibo bono,No,0,Si,Mayor comodidad
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,Si,4,Terciario,Completado,Analista de sistemas,"Si, los pago un empleador",PM,Full-Time,45000,2374,Neto,500,,,,,,,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Universitario,En curso,Ingenieria en Sistemas de Informacion,"Si, de forma particular, Si, los pago un empleador",PM,Freelance,45000,2374,Neto,2000,,,,,,,2,1,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,10+,Si,3,Posgrado,Completado,Informatica,"Si, de forma particular, Si, los pago un empleador",PM,Full-Time,45000,2374,Neto,10001,,,,,,,3,3,No,No recibo bono,Uno,21,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2,Si,4,Secundario,Completado,,"Si, de forma particular, Si, los pago un empleador",QA / Tester,Full-Time,45000,2374,Bruto,5000,,,HTML,Funcional,Selenium,,3,3,Menos de un sueldo,proyecto finalizado,Uno,11,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,2,Si,3,Secundario,Completado,,"Si, de forma particular, Si, los pago un empleador",Responsable de Infraestructura IT,Full-Time,45000,2374,Neto,5000,,,,,,,3,2,No,No recibo bono,Uno,17,No,No cambie de empresa
Hombre,31 - 33,GBA,10+,1,Si,13,Universitario,Incompleto,Licenciatura en Informatica,"Si, los pago un empleador",Responsable del area de informatica,Full-Time,45000,2374,Neto,10001,,,,,,,3,2,No,No recibo bono,Uno,21,No,No cambie de empresa
Hombre,27 - 30,Provincia de Buenos Aires,10+,2,Si,3,Terciario,Completado,Tecnico Sup. En Programacion,"Si, de forma particular",SysAdmin / DevOps,Full-Time,45000,2374,Bruto,50,"Linux, Windows, Amazon Web Services, Azure","PHP, Python",,,,,3,2,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,Si,1,Universitario,En curso,Licenciatura en Informatica,No,SysAdmin / DevOps,Full-Time,45000,2374,Bruto,100,Windows,HTML,,,,,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,6,Si,3,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,45000,2374,Bruto,200,"Linux, Windows, Amazon Web Services, Docker / Containers, VMWare","Go, HTML, Java, jQuery, NodeJS",,,,,3,2,No,No recibo bono,Uno,0,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,10+,4,Si,10,Terciario,En curso,,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,45000,2374,Neto,500,"Linux, Windows, Docker / Containers","CSS, HTML, Javascript, jQuery, PHP, Python, Ruby",,,,,3,2,No,Mix de las anteriores,Uno,11,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,6,No,0,Universitario,Completado,Ingenieria informatica,No,SysAdmin / DevOps,Full-Time,45000,2374,Bruto,1000,"Windows, VMWare",.NET,,,,,4,4,No,No recibo bono,Dos,25,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,7,Si,5,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular",SysAdmin / DevOps,Part-Time,45000,2374,Neto,1000,"Linux, Windows",".NET, C++, Java, PHP",,,,,3,2,No,No recibo bono,Mas de dos,21,No,No cambie de empresa
Hombre,31 - 33,Cordoba,10+,7,No,0,Terciario,Completado,Analista en sistemas,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,45000,2374,Bruto,5000,"HP-UX, Linux, Amazon Web Services, VMWare, San switchs",".NET, C#, HTML, Java, Javascript, PHP, VB *",,,,,3,3,No,No recibo bono,Dos,25,No,No cambie de empresa
