Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Gente a cargo,Cuanta,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Julio 2016,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2016,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,24 - 26,Cordoba,2,2,HelpDesk,Full-Time,12500,778,Neto,1001,No,0,"Windows, SAP",,,,,No,0,Bruto,2,3,No,No recibo bono,Dos,23,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,27 - 30,GBA,5,Menos de un ano,HelpDesk,Tercerizado (trabajo a traves de consultora o agencia),12500,778,Neto,1001,No,0,"Windows, Azure",,,,,"Si, pasiva",0,Bruto,3,2,No,No recibo bono,No,0,Si,Mayor comodidad,"Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,QA / Tester,Full-Time,12500,778,Neto,1001,No,0,"Windows, Amazon Web Services, SAP",,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,Si,Mejores beneficios,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,24 - 26,GBA,9,2,SysAdmin / DevOps,Full-Time,12500,778,Neto,1000,No,0,Windows,,,,,No,0,Bruto,2,1,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Provincia de Buenos Aires,5,3,QA / Tester,Full-Time,12500,778,Neto,500,No,0,Windows,,,,,No,0,Bruto,1,2,No,No recibo bono,Dos,10,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Masajes, WFH (Trabajar desde casa)"
Hombre,31 - 33,GBA,10+,2,HelpDesk,Full-Time,12500,778,Neto,200,No,0,Windows,,,,,No,0,Neto,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Comidas pagas/subvencionadas, Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,6,5,SysAdmin / DevOps,Full-Time,12500,778,Neto,200,No,0,"Linux, Solaris, Windows, VMWare",,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Cordoba,2,Menos de un ano,Developer,Full-Time,12500,778,Neto,50,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,28,Si,Mayor comodidad,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,31 - 33,Cordoba,10+,Menos de un ano,Developer,Part-Time,12500,778,Neto,50,No,0,"Linux, Docker / Containers",,,,,"Si, pasiva",0,Neto,2,3,No,No recibo bono,No,0,Si,Desafios profesionales,"Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,21 - 23,GBA,4,1,HelpDesk,Full-Time,12500,778,Neto,50,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Santa Fe,7,1,PM,Full-Time,12500,778,Neto,50,Si,15,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,37 - 40,Jujuy,4,1,SysAdmin / DevOps,Full-Time,12500,778,Neto,50,No,0,"Linux, Windows",,,,,No,0,Neto,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Provincia de Buenos Aires,4,4,tecnico,Full-Time,12500,778,Neto,50,No,0,Windows,,,,,No,0,Bruto,2,1,Menos de un sueldo,Performance grupal,No,0,No,No cambie de empresa,Ninguna de las anteriores
Mujer,18 - 20,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,12500,778,Bruto,200,No,0,"Linux, Azure, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,24 - 26,Chaco,2,2,QA / Tester,Full-Time,12500,778,Neto,500,Si,3,"Linux, VMWare",,,,,No,0,Porcentaje de mi sueldo,1,2,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Playroom"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Soporte de Aplicaciones,Full-Time,12600,784,Bruto,500,No,0,"Windows, SQL Server",,,,,No,0,Bruto,3,3,No,No recibo bono,Dos,65,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Cuota para universidad, Descuentos en gimnasios, Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Mendoza,Menos de un ano,Menos de un ano,Developer,Full-Time,12600,784,Neto,100,No,0,"Linux, Windows, PHP",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Uno,33,No,No cambie de empresa,"Clases de idiomas, Home Ofice"
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,12600,784,Neto,100,No,0,"Linux, Windows, VMWare",,,,,No,0,Neto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Bonos por desempeno
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Auditoria en sistemas,Full-Time,12600,784,Neto,1001,No,0,"*BSD, Windows, ACL",,,,,No,0,Neto,1,2,No,no,Dos,10,Si,Desafios profesionales,"Aumento por inflacion, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,9,9,SysAdmin / DevOps,Full-Time,12600,784,Neto,500,Si,2,Windows,,,,,No,0,Neto,1,1,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Developer,Part-Time,12600,784,Neto,200,No,0,Amazon Web Services,,,,,No,0,Neto,3,2,No,No recibo bono,Uno,5,Si,Desafios profesionales,"Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,24 - 26,Provincia de Buenos Aires,2,2,Developer,Full-Time,12600,784,Neto,50,No,0,Windows,,,,,"Si, activa",0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Performance individual,Mas de dos,38,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Laptop"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Developer,Part-Time,12640,787,Bruto,1001,No,0,Linux,,,,,No,0,Porcentaje de mi sueldo,2,3,Un sueldo,Performance de la compania,Dos,13,No,Salario,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,18 - 20,Neuquen,4,Menos de un ano,Developer,Full-Time,12686,789,Neto,10,No,0,"Linux, Docker / Containers",,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,12700,790,Bruto,10,No,0,Linux,,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles
Hombre,27 - 30,Neuquen,7,Menos de un ano,Developer,Part-Time,12700,790,Bruto,10,No,0,"Linux, Windows, VMWare",,,,,No,0,Bruto,1,1,No,No recibo bono,No,0,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,1,HelpDesk,Full-Time,12700,790,Bruto,1000,No,0,"Linux, Windows, VMWare, Unix",,,,,No,0,Bruto,1,1,No,No recibo bono,Uno,30,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Catamarca,10+,5,dataentry,Full-Time,12700,790,Neto,100,No,0,"*BSD, Linux, Windows",,,,,No,0,Bruto,1,1,No,No recibo bono,Dos,27,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Tucuman,Menos de un ano,Menos de un ano,Developer,Full-Time,12700,790,Neto,10,No,0,"Linux, Windows, Amazon Web Services",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,12,No,No cambie de empresa,"Aumento por inflacion, Snacks, golosinas, bebidas"
Hombre,37 - 40,Cordoba,2,2,ejecutivo de cuentas,Full-Time,12750,793,Neto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,No,No cambie de empresa,Bonos por desempeno
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,QA / Tester,Full-Time,12798,796,Bruto,500,No,0,Windows,,,,,No,0,Bruto,3,3,Menos de un sueldo,Performance individual,Uno,3,No,No cambie de empresa,"Bonos por desempeno, Laptop, Snacks, golosinas, bebidas"
Hombre,24 - 26,GBA,Menos de un ano,Menos de un ano,Developer,Full-Time,12800,797,Neto,50,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,Developer,Full-Time,12829.6,798,Neto,10,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Performance individual,Uno,19,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa), y no es tan asi"
Hombre,27 - 30,Corrientes,2,2,Networking,Full-Time,12900,803,Bruto,10,No,0,Windows,,,,,"Si, pasiva",0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Comidas pagas/subvencionadas, Viaticos"
Hombre,37 - 40,Cordoba,10+,10+,Docente,Full-Time,12900,803,Neto,200,No,0,"Linux, Windows",,,,,No,0,Neto,1,2,No,No recibo bono,Mas de dos,19,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos"
Hombre,37 - 40,Chubut,8,8,Control de acceso,Full-Time,13000,809,Bruto,100,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Mas de dos,45,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,HelpDesk,Full-Time,13000,809,Bruto,100,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Dos,15,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,HelpDesk,Full-Time,13000,809,Bruto,100,No,0,"Windows, VMWare",,,,,"Si, pasiva",1000,Bruto,2,1,No,No recibo bono,Uno,21,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,2,2,atencion al publico,Full-Time,13000,809,Bruto,10,No,0,Windows,,,,,No,0,Bruto,1,1,No,No recibo bono,Mas de dos,10,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Developer,Part-Time,13000,809,Bruto,10,No,0,"Linux, Amazon Web Services, NodeJs, MongoDB",,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,No,0,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,27 - 30,Chaco,4,4,Encargado,Full-Time,13000,809,Bruto,10,Si,2,Windows,,,,,No,0,Porcentaje de mi sueldo,3,2,Menos de un sueldo,Performance grupal,Uno,15,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,GBA,3,2,HelpDesk,Full-Time,13000,809,Bruto,10,No,0,"Linux, Solaris, Windows, VMWare",,,,,"Si, pasiva",500,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Chaco,3,3,Networking,Full-Time,13000,809,Bruto,10,Si,1,"Linux, Windows, Mikrotik",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,2,No,No recibo bono,No,0,No,No cambie de empresa,Viaticos
Hombre,31 - 33,Provincia de Buenos Aires,3,3,SysAdmin / DevOps,Part-Time,13000,809,Bruto,10,No,0,"Linux, Windows, Docker / Containers, Proxmox",,,,,No,0,Bruto,2,1,No,No recibo bono,Dos,21,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,Menos de un ano,DBA,Freelance,13000,809,Bruto,1001,No,0,"*BSD, AIX, Linux, Windows, VMWare",,,,,"Si, pasiva",600,Porcentaje de mi sueldo,1,1,No,No recibo bono,No,0,Si,Salario,Ninguna de las anteriores
Hombre,31 - 33,Chaco,2,2,Developer,Full-Time,13000,809,Bruto,1001,No,0,Linux,,,,,No,0,Bruto,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Masajes, Playroom"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,13000,809,Bruto,1001,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Dos,14,Si,Desafios profesionales,"Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,5,Menos de un ano,Developer,Part-Time,13000,809,Bruto,1001,No,0,"Linux, Windows",,,,,No,0,Bruto,1,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Santa Fe,Menos de un ano,Menos de un ano,Developer,Full-Time,13000,809,Bruto,1000,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Performance individual,Dos,14,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,Developer,Full-Time,13000,809,Bruto,500,No,0,"Linux, Windows, Amazon Web Services",,,,,No,0,Bruto,2,3,No,No recibo bono,No,0,Si,Mayor comodidad,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Santa Fe,Menos de un ano,Menos de un ano,Developer,Full-Time,13000,809,Bruto,500,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,No recibo bono,Dos,14,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,1,Field Support,Tercerizado (trabajo a traves de consultora o agencia),13000,809,Bruto,500,No,0,Windows,,,,,No,0,Bruto,1,1,No,No recibo bono,Dos,29,No,No cambie de empresa,"Aumento por inflacion, Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,5,2,HelpDesk,Full-Time,13000,809,Bruto,500,Si,4,"Windows, Invgate",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,No,0,No,No cambie de empresa,"Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1,1,QA / Tester,Full-Time,13000,809,Bruto,200,No,0,"Linux, Windows, HPQC",,,,,No,0,Porcentaje de mi sueldo,2,2,No,Performance individual,Uno,18,No,No cambie de empresa,"Bonos por desempeno, Descuentos en gimnasios, Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,GBA,Menos de un ano,Menos de un ano,Developer,Full-Time,13000,809,Bruto,50,No,0,"Windows, VMWare, esker, sap, mercurial",,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Clases de idiomas, Viajes al exterior, cafe"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,2,HelpDesk,Full-Time,13000,809,Bruto,50,No,0,"*BSD, Linux, Windows, Docker / Containers",,,,,"Si, pasiva",500,Neto,2,2,No,No recibo bono,No,0,No,Desafios profesionales,"Capacitaciones y/o cursos, Clases de idiomas"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,3,HelpDesk y Networking,Full-Time,13000,809,Bruto,50,No,0,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3,1,PM,Full-Time,13000,809,Bruto,50,Si,2,"Linux, Windows, GLPI",,,,,No,0,Porcentaje de mi sueldo,2,3,No,No recibo bono,Uno,25,No,No cambie de empresa,Ninguna de las anteriores
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,2,1,SysAdmin / DevOps,Full-Time,13000,809,Bruto,50,No,0,"Linux, Windows, Azure, VMWare, Turbonomic, Nutanix",,,,,"Si, pasiva",0,Neto,1,3,No,No recibo bono,Uno,5,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,21 - 23,Neuquen,Menos de un ano,Menos de un ano,SysAdmin / DevOps,Remoto (empresa de otro pais),13000,809,Bruto,50,No,0,"HP-UX, Linux, Windows, Amazon Web Services",,,,,No,0,Bruto,3,3,De uno a tres sueldos,Performance de la compania,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,1,analista,Full-Time,13000,809,Neto,100,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,40,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad"
Hombre,24 - 26,Mendoza,Menos de un ano,Menos de un ano,Developer,Full-Time,13000,809,Neto,100,No,0,"Windows, Android",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,5,HelpDesk,Full-Time,13000,809,Neto,100,No,0,Windows,,,,,"Si, pasiva",0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,24,No,No cambie de empresa,"Aumento por inflacion, Ninguna de las anteriores"
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Tecnico Impresoras Laser,Full-Time,13000,809,Neto,100,No,0,Windows,,,,,No,13000,Neto,3,2,Menos de un sueldo,Performance individual,Uno,15,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Snacks, golosinas, bebidas"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,Menos de un ano,Trafficker,Full-Time,13000,809,Neto,100,No,0,"Windows, Html5,JS",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,32,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,1,Consultor,Full-Time,13000,809,Neto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,Menos de un sueldo,Performance individual,Uno,25,No,No cambie de empresa,Bonos por desempeno
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Part-Time,13000,809,Neto,10,No,0,"Linux, Amazon Web Services",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Uno,30,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Mendoza,2,2,Developer,Full-Time,13000,809,Neto,10,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,40,No,No cambie de empresa,Ninguna de las anteriores
Hombre,24 - 26,Provincia de Buenos Aires,3,2,Developer,Full-Time,13000,809,Neto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,1,1,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Provincia de Buenos Aires,3,3,Developer,Full-Time,13000,809,Neto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,39,No,No cambie de empresa,Aumento por inflacion
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,HelpDesk,Full-Time,13000,809,Neto,10,No,0,"Linux, Windows",,,,,No,0,Porcentaje de mi sueldo,1,2,No,No recibo bono,Mas de dos,20,No,No cambie de empresa,"Aumento por inflacion, Ninguna de las anteriores"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,2,2,HelpDesk,Full-Time,13000,809,Neto,10,No,0,"Windows, VMWare",,,,,No,0,Neto,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,"Abono de celular y/o Internet, Laptop"
Hombre,18 - 20,GBA,Menos de un ano,Menos de un ano,HelpDesk,Full-Time,13000,809,Neto,10,No,0,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,30,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Playroom"
Hombre,41 - 45,San Juan,9,5,Storage / Backup,Full-Time,13000,809,Neto,10,Si,2,Windows,,,,,No,0,Bruto,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,SysAdmin / DevOps,Full-Time,13000,809,Neto,10,No,0,"Windows, VMWare",,,,,No,0,Neto,2,2,No,No recibo bono,Mas de dos,30,No,No cambie de empresa,"Aumento por inflacion, Ninguna de las anteriores"
Hombre,24 - 26,Provincia de Buenos Aires,3,Menos de un ano,SysAdmin / DevOps,Full-Time,13000,809,Neto,10,No,0,"Linux, Windows, VMWare",,,,,No,0,Neto,3,3,No,No recibo bono,No,0,Si,Salario,Ninguna de las anteriores
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Developer,Full-Time,13008,809,Neto,10,No,0,"Linux, Windows",,,,,No,0,Bruto,2,2,No,No recibo bono,Dos,29,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Santa Fe,1,1,DBA+DESIGNER+DEVELOPER+HELPDESK+QA,Full-Time,13000,809,Neto,1001,No,0,Windows,,,,,"Si, pasiva",3.5,Porcentaje de mi sueldo,1,2,Menos de un sueldo,Performance de la compania,No,0,No,No cambie de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
